Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
3.799551964,-0.478474,-3.006,-0.6139858,0.01734969,0.9963127,0.1291694,11.69822,-23.01477,-31.93322,1001.093
3.819736004,-0.04954727,-2.408313,-0.3698529,-0.007524597,0.9399996,0.1027888,11.69822,-23.01477,-31.93322,1001.093
3.839919090,0.1342785,-1.810625,-0.3088197,-0.02393563,0.9800821,0.1405868,11.69822,-23.01477,-31.93322,1001.093
3.860102177,-0.2946483,-1.691087,-0.3698529,-0.01573423,0.9804934,0.1113877,11.71602,-23.69184,-31.93299,1001.093
3.880286217,-0.1108225,-1.989931,-0.3698529,-0.01547091,0.9982767,0.1263369,11.71602,-23.69184,-31.93299,1001.093
3.900469303,-0.1108225,-1.930163,-0.4308861,0.03615071,0.9970713,0.1296434,12.01893,-23.32053,-32.74741,1001.093
3.920653343,-0.1108225,-1.332475,-0.12572,0.05811881,0.9749298,0.1476632,12.01893,-23.32053,-32.74741,1001.093
3.940836906,0.01172798,-0.4957123,0.05737968,0.04193255,0.9571049,0.1619318,12.01893,-23.32053,-32.74741,1001.094
3.961019993,0.07300324,-0.9140936,-0.1867532,0.01044142,0.968792,0.15783,12.01728,-23.32208,-32.30828,1001.094
3.981204033,0.07300324,-1.033631,-0.12572,-0.02046942,0.9711403,0.2167989,12.01728,-23.32208,-32.30828,1001.098
4.001387119,0.07300324,0.9387378,0.1794461,0.05000011,0.9658419,0.2701151,11.69822,-23.01477,-31.93322,1001.098
4.021571159,0.1955537,3.20995,0.4846122,0.05131431,0.9772111,0.249415,11.69822,-23.01477,-31.93322,1001.1
4.041754246,0.50193,3.150182,0.6677119,0.004466007,0.9831658,0.2140807,11.69822,-23.01477,-31.93322,1001.1
4.059414864,0.4406548,2.492725,0.5456454,-0.01816309,1.019609,0.2187279,12.36956,-22.64738,-31.93064,1001.1
4.079598904,0.07300324,1.596194,0.3625458,-0.01479276,1.020191,0.2138686,12.36956,-22.64738,-31.93064,1001.098
